1,Name,IATA,Latitude,Longitude
1,Atikokan Municipal Airport,YIB,48.7738990784,-91.6386032104
1,Pond Inlet Airport,YIO,72.6832962036,-77.9666976929
1,St Jean Airport,YJN,45.29439926147461,-73.28109741210938
1,Stephenville Airport,YJT,48.5442008972168,-58.54999923706055
1,Kamloops Airport,YKA,50.7022018433,-120.444000244
1,Waterloo Airport,YKF,43.4608001709,-80.3786010742
1,Schefferville Airport,YKL,54.805301666259766,-66.8052978515625
1,Kindersley Airport,YKY,51.5175018311,-109.180999756
1,Buttonville Municipal Airport,YKZ,43.86220169067383,-79.37000274658203
1,Chapleau Airport,YLD,47.81999969482422,-83.3467025756836
1,Meadow Lake Airport,YLJ,54.125301361083984,-108.52300262451172
1,Lloydminster Airport,YLL,53.309200286865234,-110.072998046875
1,Alert Airport,YLT,82.51779937740001,-62.2806015015
1,Kelowna International Airport,YLW,49.9561004639,-119.377998352
1,Mayo Airport,YMA,63.61640167236328,-135.8679962158203
1,Moose Jaw Air Vice Marshal C. M. McEwen Airport,YMJ,50.330299377441406,-105.55899810791016
1,Fort McMurray Airport,YMM,56.653301239,-111.222000122
1,Moosonee Airport,YMO,51.29109954833984,-80.60780334472656
1,Maniwaki Airport,YMW,46.2728004456,-75.9906005859
1,Montreal International (Mirabel) Airport,YMX,45.679501,-74.038696
1,Natashquan Airport,YNA,50.18999862670898,-61.78919982910156
1,Ottawa / Gatineau Airport,YND,45.5217018127,-75.5635986328
1,Matagami Airport,YNM,49.76169967651367,-77.80280303955078
1,Old Crow Airport,YOC,67.57060241699219,-139.83900451660156
1,CFB Cold Lake,YOD,54.40499877929688,-110.27899932861328
1,High Level Airport,YOJ,58.62139892578125,-117.16500091552734
1,Ottawa Macdonald-Cartier International Airport,YOW,45.3224983215332,-75.66919708251953
1,Prince Albert Glass Field,YPA,53.2141990662,-105.672996521
1,Peace River Airport,YPE,56.226898,-117.446999
1,Southport Airport,YPG,49.903099,-98.273817
1,Pickle Lake Airport,YPL,51.4463996887207,-90.21420288085938
1,Port Menier Airport,YPN,49.83639907836914,-64.2885971069336
1,Peterborough Airport,YPQ,44.22999954223633,-78.36329650878906
1,Prince Rupert Airport,YPR,54.2860984802,-130.445007324
1,Fort Chipewyan Airport,YPY,58.7672004699707,-111.11699676513672
1,Muskoka Airport,YQA,44.974700927734375,-79.30329895019531
1,Quebec Jean Lesage International Airport,YQB,46.7911,-71.393303
1,Red Deer Regional Airport,YQF,52.18220138549805,-113.8939971923828
1,Windsor Airport,YQG,42.27560043334961,-82.95559692382812
1,Watson Lake Airport,YQH,60.11640167236328,-128.82200622558594
1,Kenora Airport,YQK,49.78829956054688,-94.36309814453124
1,Lethbridge County Airport,YQL,49.6302986145,-112.800003052
1,Greater Moncton International Airport,YQM,46.11220169067383,-64.67859649658203
1,Comox Airport,YQQ,49.71080017089844,-124.88700103759766
1,Regina International Airport,YQR,50.43190002441406,-104.66600036621094
1,Thunder Bay Airport,YQT,48.37189865112305,-89.32389831542969
1,Grande Prairie Airport,YQU,55.1796989441,-118.885002136
1,Yorkton Municipal Airport,YQV,51.26470184326172,-102.46199798583984
1,North Battleford Airport,YQW,52.76919937133789,-108.24400329589844
1,Gander International Airport,YQX,48.9369010925293,-54.56809997558594
1,Sydney / J.A. Douglas McCurdy Airport,YQY,46.1614,-60.047798
1,Quesnel Airport,YQZ,53.026100158691406,-122.51000213623048
1,Resolute Bay Airport,YRB,74.7169036865,-94.9693984985
1,Rivière-du-Loup Airport,YRI,47.76440048217773,-69.58470153808594
1,Roberval Airport,YRJ,48.52000045776367,-72.2656021118164
1,Rocky Mountain House Airport,YRM,52.4296989441,-114.903999329
1,Rankin Inlet Airport,YRT,62.8114013672,-92.1157989502
1,Sudbury Airport,YSB,46.625,-80.79889678955078
1,Sherbrooke Airport,YSC,45.4385986328125,-71.69139862060547
1,Saint John Airport,YSJ,45.31610107421875,-65.89029693603516
1,Fort Smith Airport,YSM,60.020301818847656,-111.96199798583984
1,Nanisivik Airport,YSR,72.982201,-84.613602
1,Summerside Airport,YSU,46.44060134887695,-63.83359909057617
1,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,71.9938964844,-125.242996216
1,Cape Dorset Airport,YTE,64.2300033569,-76.5267028809
1,Thompson Airport,YTH,55.80110168457031,-97.86419677734376
1,CFB Trenton,YTR,44.118900299072266,-77.5280990600586
1,Timmins/Victor M. Power,YTS,48.5696983337,-81.376701355
1,Billy Bishop Toronto City Centre Airport,YTZ,43.627499,-79.396202
1,Tuktoyaktuk Airport,YUB,69.43329620361328,-133.0260009765625
1,Montreal / Pierre Elliott Trudeau International Airport,YUL,45.4706001282,-73.7407989502
1,Repulse Bay Airport,YUT,66.5214004517,-86.22470092770001
1,Hall Beach Airport,YUX,68.77610015869999,-81.2425
1,Rouyn Noranda Airport,YUY,48.20610046386719,-78.83560180664062
1,La Ronge Airport,YVC,55.1514015198,-105.262001038
1,Vermilion Airport,YVG,53.3558006287,-110.823997498
1,Qikiqtarjuaq Airport,YVM,67.5457992554,-64.03140258789999
1,Val-d'Or Airport,YVO,48.0532989502,-77.7827987671
1,Kuujjuaq Airport,YVP,58.096099853515625,-68.4269027709961
1,Norman Wells Airport,YVQ,65.28160095214844,-126.7979965209961
1,Vancouver International Airport,YVR,49.193901062,-123.183998108
1,Buffalo Narrows Airport,YVT,55.8418998718,-108.417999268
1,Wiarton Airport,YVV,44.7458,-81.107201
1,Petawawa Airport,YWA,45.95220184326172,-77.31919860839844
1,Winnipeg / James Armstrong Richardson International Airport,YWG,49.9099998474,-97.2398986816
1,Wabush Airport,YWK,52.92190170288086,-66.8644027709961
1,Williams Lake Airport,YWL,52.1831016541,-122.054000854
1,Wrigley Airport,YWY,63.20940017700195,-123.43699645996094
1,Cranbrook/Canadian Rockies International Airport,YXC,49.610801696777,-115.78199768066
1,Edmonton City Centre (Blatchford Field) Airport,YXD,53.5724983215,-113.521003723
1,Saskatoon John G. Diefenbaker International Airport,YXE,52.17079925537109,-106.6999969482422
1,Medicine Hat Airport,YXH,50.01890182495117,-110.72100067138672
1,Fort St John Airport,YXJ,56.23809814453125,-120.73999786376952
1,Sioux Lookout Airport,YXL,50.11389923095703,-91.9052963256836
1,Pangnirtung Airport,YXP,66.1449966431,-65.71360015869999
1,Earlton (Timiskaming Regional) Airport,YXR,47.6974006546,-79.8473453522
1,Prince George Airport,YXS,53.8894004822,-122.679000854
1,Northwest Regional Airport Terrace-Kitimat,YXT,54.468498,-128.576009
1,London Airport,YXU,43.035599,-81.1539
1,Abbotsford Airport,YXX,49.025299072265625,-122.36100006103516
1,Whitehorse / Erik Nielsen International Airport,YXY,60.7095985413,-135.067001343
1,North Bay Jack Garland Airport,YYB,46.363602,-79.422798
1,Calgary International Airport,YYC,51.113899231,-114.019996643
1,Smithers Airport,YYD,54.82469940185547,-127.18299865722656
1,Fort Nelson Airport,YYE,58.8363990784,-122.597000122
1,Penticton Airport,YYF,49.46310043334961,-119.60199737548828
1,Charlottetown Airport,YYG,46.290000915527344,-63.12110137939453
1,Taloyoak Airport,YYH,69.5466995239,-93.5766983032
1,Victoria International Airport,YYJ,48.646900177,-123.426002502
1,Lynn Lake Airport,YYL,56.86389923095703,-101.07599639892578
1,Swift Current Airport,YYN,50.2919006348,-107.691001892
1,Churchill Airport,YYQ,58.739200592041016,-94.06500244140624
1,Goose Bay Airport,YYR,53.3191986084,-60.4258003235
1,St. John's International Airport,YYT,47.618598938,-52.7518997192
1,Kapuskasing Airport,YYU,49.41389846801758,-82.46749877929688
1,Armstrong Airport,YYW,50.29029846191406,-88.90969848632812
1,Mont Joli Airport,YYY,48.60860061645508,-68.20809936523438
1,Lester B. Pearson International Airport,YYZ,43.6772003174,-79.63059997559999
1,Downsview Airport,YZD,43.74250030517578,-79.4655990600586
1,Gore Bay Manitoulin Airport,YZE,45.88529968261719,-82.56780242919922
1,Yellowknife Airport,YZF,62.462799072265625,-114.44000244140624
1,Slave Lake Airport,YZH,55.2930984497,-114.777000427
1,Sandspit Airport,YZP,53.25429916379999,-131.813995361
1,Chris Hadfield Airport,YZR,42.9994010925293,-82.30889892578125
1,Port Hardy Airport,YZT,50.68059921264648,-127.36699676513672
1,Whitecourt Airport,YZU,54.14390182495117,-115.78700256347656
1,Sept-Îles Airport,YZV,50.22330093383789,-66.2656021118164
1,Teslin Airport,YZW,60.17279815673828,-132.7429962158203
1,CFB Greenwood,YZX,44.98440170288086,-64.91690063476562
1,Faro Airport,ZFA,62.20750045776367,-133.37600708007812
1,Fort Mcpherson Airport,ZFM,67.40750122070312,-134.86099243164062
1,Blida Airport,QLD,36.50360107421875,2.814169883728028
1,Bou Saada Airport,BUJ,35.33250045776367,4.206389904022217
1,Soummam Airport,BJA,36.7120018005,5.0699200630200005
1,Houari Boumediene Airport,ALG,36.69100189208984,3.215409994125366
1,Djanet Inedbirene Airport,DJG,24.292801,9.45244
1,Illizi Takhamalt Airport,VVZ,26.7234992981,8.62265014648
1,Aguenar – Hadj Bey Akhamok Airport,TMR,22.8115005493,5.45107984543
1,Jijel Ferhat Abbas Airport,GJL,36.7951011658,5.87361001968
1,Mecheria Airport,MZW,33.535900116,-0.242353007197
1,Rabah Bitat Airport,AAE,36.822201,7.809174
1,Mohamed Boudiaf International Airport,CZL,36.2760009765625,6.620389938354492
1,Cheikh Larbi Tébessi Airport,TEE,35.4315986633,8.12071990967
1,Hassi R'Mel Airport,HRM,32.93040084838867,3.311539888381958
1,Bou Chekif Airport,TID,35.3410987854,1.46315002441
1,Tindouf Airport,TIN,27.7003993988,-8.167099952700001
1,Ech Cheliff Airport,CFK,36.2126998901,1.33176994324
1,Tafaraoui Airport,TAF,35.54240036010742,-0.5322780013084412
1,Zenata – Messali El Hadj Airport,TLM,35.0167007446,-1.45000004768
1,Es Senia Airport,ORN,35.6239013672,-0.6211829781529999
1,Sidi Bel Abbes Airport,BFW,35.1717987061,-0.593275010586
1,Ghriss Airport,MUW,35.207698822021484,0.1471419930458068
1,Touat Cheikh Sidi Mohamed Belkebir Airport,AZR,27.83760070800781,-0.1864140033721923
1,Biskra Airport,BSK,34.7933006287,5.73823022842
1,El Golea Airport,ELG,30.5713005065918,2.8595900535583496
1,Noumérat - Moufdi Zakaria Airport,GHA,32.38410186767578,3.794110059738159
1,Oued Irara Airport,HME,31.6730003357,6.140439987180001
1,In Salah Airport,INZ,27.2509994507,2.51202011108
1,Touggourt Sidi Madhi Airport,TGR,33.06779861450195,6.088669776916504
1,Laghouat Airport,LOO,33.7644004822,2.92833995819
1,Timimoun Airport,TMX,29.2371006012,0.276033014059
1,Ain el Beida Airport,OGX,31.917200088500977,5.412779808044434
1,In Aménas Airport,IAM,28.0515,9.64291
1,Cadjehoun Airport,COO,6.357230186462402,2.384350061416626
1,Ouagadougou Airport,OUA,12.3532,-1.51242
1,Bobo Dioulasso Airport,BOY,11.160099983215332,-4.33096981048584
1,Kotoka International Airport,ACC,5.605189800262451,-0.1667860001325607
1,Tamale Airport,TML,9.55718994140625,-0.8632140159606934
1,Sunyani Airport,NYI,7.361830234527588,-2.3287599086761475
1,Takoradi Airport,TKD,4.896059989929199,-1.7747600078582764
1,Port Bouet Airport,ABJ,5.261390209197998,-3.9262900352478023
1,Bouaké Airport,BYK,7.738800048828125,-5.073669910430908
1,Daloa Airport,DJO,6.792809963226318,-6.473189830780029
1,Korhogo Airport,HGO,9.38718032837,-5.55666017532
1,Man Airport,MJC,7.272069931030273,-7.58735990524292
1,San Pedro Airport,SPY,4.746719837188721,-6.660820007324219
1,Yamoussoukro Airport,ASK,6.9031701088,-5.36558008194
1,Nnamdi Azikiwe International Airport,ABV,9.006790161132812,7.263169765472412
1,Akure Airport,AKR,7.246739864349365,5.3010101318359375
1,Benin Airport,BNI,6.316979885101318,5.599500179290772
1,Margaret Ekpo International Airport,CBQ,4.976019859313965,8.347200393676758
1,Akanu Ibiam International Airport,ENU,6.474269866943359,7.561960220336914
1,Ibadan Airport,IBA,7.362460136413574,3.97832989692688
1,Ilorin International Airport,ILR,8.440210342407227,4.493919849395752
1,Yakubu Gowon Airport,JOS,9.639829635620115,8.869050025939941
1,Kaduna Airport,KAD,10.696000099182127,7.320109844207764
1,Mallam Aminu International Airport,KAN,12.0476,8.52462
1,Maiduguri International Airport,MIU,11.855299949645996,13.080900192260742
1,Makurdi Airport,MDI,7.70388,8.61394
1,Murtala Muhammed International Airport,LOS,6.5773701667785645,3.321160078048706
1,Minna Airport,MXJ,9.652170181274414,6.462259769439697
1,Port Harcourt International Airport,PHC,5.0154900550842285,6.94959020614624
1,Sadiq Abubakar III International Airport,SKO,12.916299819946287,5.207190036773682
1,Yola Airport,YOL,9.257550239562988,12.430399894714355
1,Zaria Airport,ZAR,11.1302,7.68581
1,Maradi Airport,MFQ,13.5024995803833,7.1267499923706055
1,Diori Hamani International Airport,NIM,13.4815,2.18361
1,Tahoua Airport,THZ,14.875699996948242,5.265359878540039
1,Mano Dayak International Airport,AJY,16.965999603271484,8.000109672546387
1,Zinder Airport,ZND,13.779000282287598,8.983759880065918
1,Monastir Habib Bourguiba International Airport,MIR,35.75809860229492,10.75469970703125
1,Tunis Carthage International Airport,TUN,36.85100173950195,10.22719955444336
1,Gafsa Ksar International Airport,GAF,34.422000885009766,8.822500228881836
1,Gabès Matmata International Airport,GAE,33.87689971923828,10.103300094604492
1,Djerba Zarzis International Airport,DJE,33.875,10.775500297546388
1,El Borma Airport,EBM,31.70429992675781,9.254619598388672
1,Sfax Thyna International Airport,SFA,34.71799850463867,10.690999984741213
1,Tozeur Nefta International Airport,TOE,33.939701080322266,8.110560417175293
1,Niamtougou International Airport,LRL,9.767330169677734,1.091249942779541
1,Lomé-Tokoin Airport,LFW,6.165609836578369,1.2545100450515747
1,Antwerp International Airport (Deurne),ANR,51.1893997192,4.46027994156
1,Brussels Airport,BRU,50.9014015198,4.48443984985
1,Brussels South Charleroi Airport,CRL,50.459202,4.45382
1,Wevelgem Airport,KJK,50.817199707,3.20472002029
1,Liège Airport,LGG,50.63740158081055,5.443220138549805
1,Ostend-Bruges International Airport,OST,51.1988983154,2.8622200489
1,Zoersel (Oostmalle) Airfield,OBL,51.264702,4.75333
1,Altenburg-Nobitz Airport,AOC,50.981945,12.506389
1,Riesa-Göhlis Airport,IES,51.2936096191,13.3561105728
1,Rechlin-Lärz Airport,REB,53.306388855,12.7522220612
1,Schönhagen Airport,QXH,52.203609,13.156389
1,Barth Airport,BBH,54.338253,12.710515
1,Magdeburg City Airport,ZMG,52.073612,11.626389
1,Cottbus-Drewitz Airport,CBU,51.889442,14.531944
1,Berlin-Schönefeld Airport,SXF,52.380001,13.5225
1,Dresden Airport,DRS,51.1328010559082,13.767200469970703
1,Erfurt Airport,ERF,50.97980117797852,10.958100318908691
1,Frankfurt am Main Airport,FRA,50.033333,8.570556
1,Münster Osnabrück Airport,FMO,52.134601593,7.68483018875
1,Hamburg Airport,HAM,53.630401611328,9.9882297515869
1,Berlin-Tempelhof International Airport,THF,52.47299957275391,13.403900146484377
1,Cologne Bonn Airport,CGN,50.8658981323,7.1427397728
1,Düsseldorf Airport,DUS,51.289501,6.76678
1,Munich Airport,MUC,48.353802,11.7861
1,Nuremberg Airport,NUE,49.498699,11.078056
1,Leipzig/Halle Airport,LEJ,51.423889,12.236389
1,Saarbrücken Airport,SCN,49.2145996094,7.10950994492
1,Stuttgart Airport,STR,48.6898994446,9.22196006775
1,Berlin-Tegel Airport,TXL,52.5597,13.2877
1,Hannover Airport,HAJ,52.461101532,9.68507957458
1,Bremen Airport,BRE,53.0475006104,8.78666973114
1,Frankfurt-Egelsbach Airport,QEF,49.959999,8.645833
1,Frankfurt-Hahn Airport,HHN,49.9487,7.26389
1,Mannheim-City Airport,MHG,49.473057,8.514167
1,Eisenach-Kindel Airport,EIB,50.991604,10.47973
1,Siegerland Airport,SGE,50.70769882202149,8.082969665527344
1,Hamburg-Finkenwerder Airport,XFW,53.5352783203125,9.835556030273438
1,Kiel-Holtenau Airport,KEL,54.37944412231445,10.145277976989746
1,Lübeck Blankensee Airport,LBC,53.8054008484,10.7192001343
1,Essen Mulheim Airport,ESS,51.40230178833008,6.9373297691345215
1,Bielefeld Airport,BFE,51.964722,8.544444
1,Mönchengladbach Airport,MGL,51.230278,6.504444
1,Paderborn Lippstadt Airport,PAD,51.6141014099,8.616319656369999
1,Dortmund Airport,DTM,51.51829910279999,7.61223983765
1,Augsburg Airport,AGB,48.425278,10.931667
1,Oberpfaffenhofen Airport,OBF,48.081402,11.2831
1,Straubing Airport,RBM,48.90083312988281,12.516667366027832
1,Friedrichshafen Airport,FDH,47.6712989807,9.51148986816
1,Schwerin Parchim Airport,SZW,53.426998,11.7834
1,Bayreuth Airport,BYU,49.985001,11.64
1,Burg Feuerstein Airport,URD,49.794166564941,11.133610725403
1,Hof-Plauen Airport,HOQ,50.288612365722656,11.856389045715332
1,Zweibrücken Airport,ZQW,49.2094,7.40056
1,Donaueschingen-Villingen Airport,ZQL,47.97333145139999,8.52222156525
1,Braunschweig-Wolfsburg Airport,BWE,52.319199,10.5561
1,Kassel-Calden Airport,KSF,51.417273,9.384967
1,Bremerhaven Airport,BRV,53.506943,8.572778
1,Emden Airport,EME,53.391109,7.2275
1,Wilhelmshaven-Mariensiel Airport,WVN,53.502220153808594,8.05222225189209
1,Borkum Airport,BMK,53.59639,6.709167
1,Norderney Airport,NRD,53.70694351196289,7.230000019073486
1,Flensburg-Schäferhaus Airport,FLF,54.77333450317383,9.378889083862305
1,Westerland Sylt Airport,GWT,54.9132003784,8.34047031403
1,Kärdla Airport,KDL,58.99079895019531,22.830699920654297
1,Kuressaare Airport,URE,58.22990036010742,22.50950050354004
1,Pärnu Airport,EPU,58.41899871826172,24.47279930114746
1,Lennart Meri Tallinn Airport,TLL,59.41329956049999,24.8327999115
1,Tartu Airport,TAY,58.3074989319,26.690399169900004
1,Enontekio Airport,ENF,68.362602233887,23.424299240112
1,Halli Airport,KEV,61.856039,24.786686
1,Helsinki Malmi Airport,HEM,60.25460052490234,25.042800903320312
1,Helsinki Vantaa Airport,HEL,60.317199707031,24.963300704956
1,Hyvinkää Airfield,HYV,60.6543998718,24.8810997009
1,Kitee Airport,KTQ,62.1661,30.073601
1,Ivalo Airport,IVL,68.607299804688,27.405300140381
1,Joensuu Airport,JOE,62.662899017334,29.607500076294
1,Jyvaskyla Airport,JYV,62.399501800537,25.678300857544
1,Kauhava Airport,KAU,63.127102,23.051399
1,Kemi-Tornio Airport,KEM,65.778701782227,24.582099914551
1,Kajaani Airport,KAJ,64.285499572754,27.692399978638
1,Kauhajoki Airport,KHJ,62.4625015259,22.3931007385
1,Kokkola-Pietarsaari Airport,KOK,63.721199035645,23.143100738525
1,Kuusamo Airport,KAO,65.987602233887,29.239400863647
1,Kittilä Airport,KTT,67.700996398926,24.846799850464
1,Kuopio Airport,KUO,63.007099151611,27.797800064087
1,Lahti Vesivehmaa Airport,QLF,61.144199,25.693501
1,Lappeenranta Airport,LPP,61.044601,28.144743
1,Mariehamn Airport,MHQ,60.122200012207,19.898199081421
1,Mikkeli Airport,MIK,61.6866,27.201799
1,Oulu Airport,OUL,64.930099487305,25.354600906372
1,Pori Airport,POR,61.461700439453,21.799999237061
1,Rovaniemi Airport,RVN,66.564796447754,25.830400466919
1,Savonlinna Airport,SVL,61.943099975586,28.945100784302
1,Sodankyla Airport,SOT,67.3949966431,26.6191005707
1,Tampere-Pirkkala Airport,TMP,61.414100646973,23.604400634766
1,Turku Airport,TKU,60.514099121094,22.262800216675
1,Utti Air Base,UTI,60.89640045166,26.938400268555
1,Vaasa Airport,VAA,63.050701141357,21.762199401855
1,Varkaus Airport,VRK,62.171100616455,27.868600845337
1,Ylivieska Airfield,YLI,64.0547222,24.7252778
1,Belfast International Airport,BFS,54.6575012207,-6.21582984924
1,St Angelo Airport,ENK,54.39889907836914,-7.651669979095459
1,George Best Belfast City Airport,BHD,54.61809921264648,-5.872499942779541
1,City of Derry Airport,LDY,55.04280090332031,-7.161109924316406
1,Birmingham International Airport,BHX,52.4538993835,-1.74802994728
1,Coventry Airport,CVT,52.3697013855,-1.47971999645
1,Gloucestershire Airport,GLO,51.89419937133789,-2.167220115661621
1,Cotswold Airport,GBA,51.668095,-2.05694
1,Manchester Airport,MAN,53.35369873046875,-2.2749500274658203
1,Newquay Cornwall Airport,NQY,50.44060134887695,-4.995409965515137
1,RAF Lyneham,LYE,51.5051,-1.99343
1,RNAS Yeovilton,YEO,51.0093994140625,-2.638819932937622
1,Haverfordwest Airport,HAW,51.833099365234375,-4.9611101150512695
1,Cardiff International Airport,CWL,51.39670181274414,-3.343329906463623
1,Swansea Airport,SWS,51.60530090332031,-4.0678300857543945
1,Bristol Airport,BRS,51.382702,-2.71909
1,Liverpool John Lennon Airport,LPL,53.33359909057617,-2.849720001220703
1,London Luton Airport,LTN,51.874698638916016,-0.3683330118656158
1,Plymouth City Airport,PLH,50.422798,-4.10583
1,Bournemouth Airport,BOH,50.77999877929688,-1.8424999713897705
1,Southampton Airport,SOU,50.95029830932617,-1.3567999601364136
1,Lasham Airport,QLA,51.187198638916016,-1.0334999561309814
1,Alderney Airport,ACI,49.706104,-2.21472
1,Guernsey Airport,GCI,49.435001373291016,-2.601969957351685
1,Jersey Airport,JER,49.20790100097656,-2.195509910583496
1,Shoreham Airport,ESH,50.835602,-0.297222
1,London Biggin Hill Airport,BQH,51.33079910279999,0.0324999988079
1,London Gatwick Airport,LGW,51.148102,-0.190278
1,London City Airport,LCY,51.505299,0.055278
1,Farnborough Airport,FAB,51.2757987976,-0.776332974434
1,Blackbushe Airport,BBS,51.32389831542969,-0.8475000262260437
1,London Heathrow Airport,LHR,51.4706,-0.461941
1,Southend Airport,SEN,51.5713996887207,0.6955559849739075
1,Lydd Airport,LYX,50.95610046386719,0.939167022705078
1,Kent International Airport,MSE,51.342201,1.34611
1,Carlisle Airport,CAX,54.9375,-2.8091700077056885
1,Blackpool International Airport,BLK,53.77170181274414,-3.0286099910736084
1,Humberside Airport,HUY,53.57440185546875,-0.350832998752594
1,Barrow Walney Island Airport,BWF,54.1286111,-3.2675
1,Leeds Bradford Airport,LBA,53.86589813232422,-1.6605700254440308
1,Warton Airport,WRT,53.745098,-2.88306
1,Hawarden Airport,CEG,53.1781005859375,-2.977780103683472
1,Isle of Man Airport,IOM,54.08330154418945,-4.623889923095703
1,Newcastle Airport,NCL,55.03749847412109,-1.6916699409484863
1,Durham Tees Valley Airport,MME,54.50920104980469,-1.4294099807739258
1,East Midlands Airport,EMA,52.8311004639,-1.32806003094
1,Kirkwall Airport,KOI,58.957801818847656,-2.9049999713897705
1,Sumburgh Airport,LSI,59.87889862060547,-1.295560002326965
1,Wick Airport,WIC,58.45890045166016,-3.09306001663208
1,Aberdeen Dyce Airport,ABZ,57.20190048217773,-2.197779893875122
1,Inverness Airport,INV,57.54249954223633,-4.047500133514404
1,Glasgow International Airport,GLA,55.8718986511,-4.43306016922
1,Edinburgh Airport,EDI,55.95000076293945,-3.372499942779541
1,Islay Airport,ILY,55.68190002441406,-6.256669998168945
1,Glasgow Prestwick Airport,PIK,55.5093994140625,-4.586669921875
1,Benbecula Airport,BEB,57.48109817504883,-7.362780094146728
